infra,session_id,sentence,label
cdp-seattle-21723dcf,1ca25fd1350f,So we the people who don't necessarily want to go into politics.,
cdp-seattle-21723dcf,1ca25fd1350f, But care deeply about our city and all the stuff that's going through.,
cdp-seattle-21723dcf,1ca25fd1350f,If you could just kind of keep us apprised.,
cdp-seattle-21723dcf,1ca25fd1350f,"I don't, I don't feel like I have any sense that there is a comprehensive plan or even a comprehensive agency, that's in charge of that, the public just a public person, could say, what's going on.",
cdp-seattle-21723dcf,1ca25fd1350f,What what's happening?,
cdp-seattle-21723dcf,1ca25fd1350f,Are they buying hotels?,
cdp-seattle-21723dcf,1ca25fd1350f,Are they getting social worker that attached to these people?,
cdp-seattle-21723dcf,1ca25fd1350f,And I guess I'm just here to today.,
cdp-seattle-21723dcf,1ca25fd1350f," You to say, if you have a plan and to have a comprehensive plan or even just the idea of a plan, share it with us, put it in the paper.",
cdp-seattle-21723dcf,1ca25fd1350f,Put it on social media.,
cdp-seattle-21723dcf,1ca25fd1350f,If it's if it's out there and I haven't seen it.,
cdp-seattle-21723dcf,1ca25fd1350f,Let me know.,
cdp-seattle-21723dcf,1ca25fd1350f,But I just feel like it would be so much more comforting to know that things are moving and that there's a plan in place.,
cdp-seattle-21723dcf,1ca25fd1350f," And if anybody has a response as part of my two minutes, I'd love to hear it.",
cdp-seattle-21723dcf,1ca25fd1350f, Next present speaker is Katherine.,
cdp-seattle-21723dcf,1ca25fd1350f,I'm sorry.,
cdp-seattle-21723dcf,1ca25fd1350f,I can't see the last name on the sheet here.,
cdp-seattle-21723dcf,1ca25fd1350f,"But Katherine, if Catherine is present is recognized for two minutes.",
cdp-seattle-21723dcf,1ca25fd1350f, Gender.,
cdp-seattle-21723dcf,1ca25fd1350f," Although, King County council members.",
cdp-seattle-21723dcf,1ca25fd1350f,"Thank you for considering permanent protection for renters, including cap on move in fees and deposits.",
cdp-seattle-21723dcf,1ca25fd1350f,"And allowing incremental payment requirement for landlords to give four months, notice for rent increases prohibitions, on rent, hikes and unlivable housing, adjusting, Ren on fixed incomes and prohibition on.",
cdp-seattle-21723dcf,1ca25fd1350f,Landlords requesting Social Security numbers for pre-written screaming.,
cdp-seattle-21723dcf,1ca25fd1350f,I,
cdp-seattle-21723dcf,1ca25fd1350f," We support these protections and urge you to pass this passage quickly, without weakening.",
cdp-seattle-21723dcf,1ca25fd1350f,It.,
cdp-seattle-21723dcf,1ca25fd1350f,"Do not let landlord lobbyists way you and watering down this bill low-income communities, and communities of color, have suffered the most during the pandemic.",
cdp-seattle-21723dcf,1ca25fd1350f,And now there are at the greatest risk of addiction renters need and deserve stronger protections.,
cdp-seattle-21723dcf,1ca25fd1350f,Both during recovery from the pandemic and permanently.,
cdp-seattle-21723dcf,1ca25fd1350f,"We already have an immense need for way, more permanent and deeply affordable housing.",
cdp-seattle-21723dcf,1ca25fd1350f,We will see this leaving Kris without these protection.,
cdp-seattle-21723dcf,1ca25fd1350f," It is outrageous that in a city with so much wealth that we don't have a fordable housing for all, especially in times of emergency, such as snow, heat, waves, and smoke.",
cdp-seattle-21723dcf,1ca25fd1350f,Let's not exacerbate houses Miss by watering down this Bill.,
cdp-seattle-21723dcf,1ca25fd1350f,Thank you.,
cdp-seattle-21723dcf,1ca25fd1350f, I yield my time.,
cdp-seattle-21723dcf,1ca25fd1350f," And the next speaker is David Haynes, if David is here.",
cdp-seattle-21723dcf,1ca25fd1350f,It looks like David is still not present.,
cdp-seattle-21723dcf,1ca25fd1350f," So if that's the case, I think that we will close the public comment period and proceed forward with the agenda.",
cdp-seattle-21723dcf,d9f30ac22162,Public comment period is now open.,
cdp-seattle-21723dcf,d9f30ac22162,The first few speakers on the list will be called.,
cdp-seattle-21723dcf,d9f30ac22162,And remember to hit star 6 when you hear the prompt that you have been unmuted.,
cdp-seattle-21723dcf,d9f30ac22162,That is your cue to hit star 6 so that you will be unmuted on your line.,
cdp-seattle-21723dcf,d9f30ac22162,And that way we can hear you.,
cdp-seattle-21723dcf,d9f30ac22162,"The first three people on my list today are Howard Gale, Peter Condon, and Jacob Shurer.",
cdp-seattle-21723dcf,d9f30ac22162,"Good morning, Howard.",
cdp-seattle-21723dcf,d9f30ac22162,Good morning.,
cdp-seattle-21723dcf,d9f30ac22162,"Howard Gale, District 7, speaking on the budget and police accountability.",
cdp-seattle-21723dcf,d9f30ac22162,"On September 18th, the Seattle Times covered the story of Howard McKay, a retired launch foreman and an elderly homeowner who was brutally assaulted in his own home by the Seattle police two years ago.",
cdp-seattle-21723dcf,d9f30ac22162,"When the Office of Police Accountability Director Andrew Meyerberg investigated McKay's assault, he deemed it, quote, lawful and proper, unquote, without even bothering to interview the officers involved.",
cdp-seattle-21723dcf,d9f30ac22162,The city recently settled with McKay for a quarter of a million dollars of our tax money to provide a small measure of justice otherwise unobtainable.,
cdp-seattle-21723dcf,d9f30ac22162,Our current police accountability system costs over $10 million.,
cdp-seattle-21723dcf,d9f30ac22162,"This means that taxpayers pay twice for police abuse, once to cover it up if that fails, a second time to compensate the victims.",
cdp-seattle-21723dcf,d9f30ac22162,The solidarity budget demands that police accountability be removed from the SPD.,
cdp-seattle-21723dcf,d9f30ac22162,"The mayor's budget gives more money to the SPD, including the bizarre addition of monies to fund a video propagandist at the OPA to convince Seattleites that videos of people being abused by police are not what they seem.",
cdp-seattle-21723dcf,d9f30ac22162,"At a minimum, all $10 plus million tied to the current police accountability system must be removed from the SPD and existing failed structures and redirected to create full civilian community control over police policy, misconduct investigations, and discipline.",
cdp-seattle-21723dcf,d9f30ac22162,Go to Seattlestop.org to find out how.,
cdp-seattle-21723dcf,d9f30ac22162,That's Seattlestop.org.,
cdp-seattle-21723dcf,d9f30ac22162,The next person is Peter.,
cdp-seattle-21723dcf,d9f30ac22162,"Good morning, Peter.",
cdp-seattle-21723dcf,d9f30ac22162,Good morning.,
cdp-seattle-21723dcf,d9f30ac22162,This is Peter in district 6.,
cdp-seattle-21723dcf,d9f30ac22162,City council should follow the recommendations of the solidarity budget and defund the police and municipal court by 50% in 2022.,
cdp-seattle-21723dcf,d9f30ac22162,"This can be done by reducing SPD's position authority to 750 sworn police officers, transferring civilian programs out of the department, and ending all cost spending on technology, weapons, buildings, and PR.",
cdp-seattle-21723dcf,d9f30ac22162,The idea that 125 new police officers can address Seattle's needs requires maintaining a false perception of the job.,
cdp-seattle-21723dcf,d9f30ac22162,"Policing is defined by surveillance, violent detainment, and displacement of people.",
cdp-seattle-21723dcf,d9f30ac22162,"No police officer can house someone, no police officer can provide healthcare for someone, no officer can care for someone's child, and no police officer can protect someone from police violence itself.",
cdp-seattle-21723dcf,d9f30ac22162,Police actions can and do kill people.,
cdp-seattle-21723dcf,d9f30ac22162,Is that what you want to fund?,
cdp-seattle-21723dcf,d9f30ac22162,The most important feature of the solidarity budget is that it defunds the violent white supremacist structure that is the SPD.,
cdp-seattle-21723dcf,d9f30ac22162,"These cuts would supply critical permanent funding for housing and community-led public safety programs such as HSD community capacity building and participatory budgeting, both of which are already ramping up and will be putting money into community hands in 2022 or sooner.",
cdp-seattle-21723dcf,d9f30ac22162,"In contrast, the mayor's housing investments largely utilize one-time federal relief funds and are not the long-term solution Seattle needs.",
cdp-seattle-21723dcf,d9f30ac22162,Cops don't keep us safe.,
cdp-seattle-21723dcf,d9f30ac22162,Black lives matter.,
cdp-seattle-21723dcf,d9f30ac22162,Support the solidarity.,
cdp-seattle-21723dcf,d9f30ac22162,Thank you very much.,
cdp-seattle-21723dcf,d9f30ac22162,"Jacob, good morning.",
cdp-seattle-21723dcf,d9f30ac22162,I'm an organizer with real change.,
cdp-seattle-21723dcf,d9f30ac22162,"And I'm calling on behalf of real change and our vendors to ask council to dramatically readjust the mayor's proposed budget to align with the actual needs of our community, which is laid out in the 2022 solidarity budget.",
cdp-seattle-21723dcf,d9f30ac22162,"The solidarity budget provides a deeply researched community-centered blueprint for providing true community care and safety, which was achieved by a participatory process that included people like real change vendors.",
cdp-seattle-21723dcf,d9f30ac22162,"Our vendors have been directly impacted by policy choices and budgets like the one that Mayor Jerkin is proposing, and the solidarity budget reflects both the needs and ideas expressed by our vendors as to how we can create a city where all can thrive.",
cdp-seattle-21723dcf,d9f30ac22162,"Our vendors need the commitment to funding deeply affordable and social housing laid out in the solidarity budget, not austerity and the hiring of more police to perpetuate racist violence and the criminalization of poverty.",
cdp-seattle-21723dcf,d9f30ac22162,Our vendors may not be fully aware of the difficulties we face with access to affordable housing.,
cdp-seattle-21723dcf,d9f30ac22162,"Thus, the homelessness recommendations identified by the solidarity budget are urgently needed, stopping the sweeps, developing supplementary progressive revenue sources, and crucially earmarking 75% of jumpstart revenue to fund affordable housing at 0 to 30% of the area median income, to directly support our lowest wage workers and our neighbors currently living in the house.",
cdp-seattle-21723dcf,d9f30ac22162,Thank you for your time.,
cdp-seattle-21723dcf,d9f30ac22162,I look forward to hearing your insights and expertise of people like real change vendors into the council's 2022 budget.,
cdp-seattle-21723dcf,d9f30ac22162,Thank you.,
cdp-seattle-21723dcf,d9f30ac22162,Thank you very much.,
cdp-seattle-21723dcf,d9f30ac22162,"The next three speakers are Kaylee Condit, Madison Swain Bowden, and BJ Lass.",
cdp-seattle-21723dcf,d9f30ac22162,"Good morning, Kaylee.",
cdp-seattle-21723dcf,d9f30ac22162,Hi.,
cdp-seattle-21723dcf,d9f30ac22162,"My name is Kaylee Condit, and I am an abolitionist in District 6 and a professor at the University of Washington.",
cdp-seattle-21723dcf,d9f30ac22162,My work is to ensure that the city of Seattle has enough resources to meet the needs of its residents and their families.,
cdp-seattle-21723dcf,d9f30ac22162,"I have been working with the city of Seattle to follow the recommendations of the solidarity budget, and defund the police and municipal court by 50% in 2022.",
cdp-seattle-21723dcf,d9f30ac22162,"This can be done by reducing SPD's position authority over 750 sworn officers, transferring civilian programs out of the department, and ending all cop spending on technology, weapons, buildings, and PR.",
cdp-seattle-21723dcf,d9f30ac22162,To address Seattle's needs requires maintaining a false perception of the job.,
cdp-seattle-21723dcf,d9f30ac22162,"Policing is defined by surveillance, violent detainment, and displacement of people.",
cdp-seattle-21723dcf,d9f30ac22162,"No police officer can house someone, no officer can provide health care for someone, no officer can care for someone's child, and no police officer can protect someone from police violence itself.",
cdp-seattle-21723dcf,d9f30ac22162,Police actions can and do kill people.,
cdp-seattle-21723dcf,d9f30ac22162,Is that what you want to fund?,
cdp-seattle-21723dcf,d9f30ac22162,The most important features of the solidarity budget is that it defunds the violent white supremacist structure that is the SPD.,
cdp-seattle-21723dcf,d9f30ac22162,Cops don't keep us safe.,
cdp-seattle-21723dcf,d9f30ac22162,Black lives matter.,
cdp-seattle-21723dcf,d9f30ac22162,Black lives matter.,
cdp-seattle-21723dcf,d9f30ac22162,Support the solidarity budget and defund SPD.,
cdp-seattle-21723dcf,d9f30ac22162,I yield my time.,
cdp-seattle-21723dcf,d9f30ac22162,Thank you.,
cdp-seattle-21723dcf,d9f30ac22162,"And good morning, Madison.",
cdp-seattle-21723dcf,d9f30ac22162,Can you hear me?,
cdp-seattle-21723dcf,d9f30ac22162,I can.,
cdp-seattle-21723dcf,d9f30ac22162,Thank you so much.,
cdp-seattle-21723dcf,d9f30ac22162,Perfect.,
cdp-seattle-21723dcf,d9f30ac22162,Good morning.,
cdp-seattle-21723dcf,d9f30ac22162,My name is Madison and I'm a resident of District 5 and a member of the Democratic Socialists of America.,
cdp-seattle-21723dcf,d9f30ac22162,I'm calling in support of the solidarity budget which defunds SPD in the municipal court by 50%.,
cdp-seattle-21723dcf,d9f30ac22162,The solidarity budget should be the starting point for budget negotiations this year.,
cdp-seattle-21723dcf,d9f30ac22162,I urge the council to adjust the mayor's budget to align with the urgent needs that the community organizations have identified.,
cdp-seattle-21723dcf,d9f30ac22162,I'm especially concerned that Mayor Durkan's budget continues to give SPD more money than all of the human services department.,
cdp-seattle-21723dcf,d9f30ac22162,"Which includes addressing homelessness, preparing youth for success, supporting affordability and livability, promoting public health, supporting safe communities, and promoting healthy aging combined.",
cdp-seattle-21723dcf,d9f30ac22162,I urge the council to adjust the solidarity budget to align with the urgent needs that the community organizations have identified.,
cdp-seattle-21723dcf,d9f30ac22162,Particularly when seven out of nine members of this council committed to defunding SPD by 50%.,
cdp-seattle-21723dcf,d9f30ac22162,"This year alone, SPD has murdered three members of our community.",
cdp-seattle-21723dcf,d9f30ac22162,"They also, by way of their spog mouthpiece, Mike Solan, have said that they will refuse to comply with the vaccine mandate.",
cdp-seattle-21723dcf,d9f30ac22162,These people are lawless.,
cdp-seattle-21723dcf,d9f30ac22162,"Great work, SPD.",
cdp-seattle-21723dcf,d9f30ac22162,You're doing a wonderful job.,
cdp-seattle-21723dcf,d9f30ac22162,There's more money for you to use to brutalize the community.,
cdp-seattle-21723dcf,d9f30ac22162,"We need these millions of dollars that are currently in SPD's budget to be freed up to invest in housing, the green new deal, transportation, education, child care, food sovereignty, indigenous sovereignty and so much more.",
cdp-seattle-21723dcf,d9f30ac22162,Thank you.,
cdp-seattle-21723dcf,d9f30ac22162,Thanks for calling in this morning.,
cdp-seattle-21723dcf,d9f30ac22162,"BJ, good morning.",
cdp-seattle-21723dcf,d9f30ac22162,You are up next.,
cdp-seattle-21723dcf,d9f30ac22162,Good morning.,
cdp-seattle-21723dcf,d9f30ac22162,"I'm calling in support of the solidarity budget, which defunds SPD in the municipal court by 50%.",
cdp-seattle-21723dcf,d9f30ac22162,The solidarity budget should be the starting point for budget negotiations this year.,
cdp-seattle-21723dcf,d9f30ac22162,I urge council to adjust the mayor's budget to align with the urgent needs that community organizations laid out in their proposal.,
cdp-seattle-21723dcf,d9f30ac22162,"I'm especially concerned that mayor Durkin's budget keeps civilian positions, including the community service officers, CSOs, in SPD.",
cdp-seattle-21723dcf,d9f30ac22162,"If these positions are to be true service providers, they should be transferred to the CSCC, where they'll be under civilian control, where the funding for them should be reallocated to community organizations.",
cdp-seattle-21723dcf,d9f30ac22162,Leaving these positions in SPD embeds them in the culture of SPD.,
cdp-seattle-21723dcf,d9f30ac22162,"That's a culture where the center for policing equity found that even after almost a decade of the consent decree, officers stop black and indigenous people more than five times as frequently as white people and use force against black people at more than seven times the rate as white people, despite the fact that white people are most likely to be found with a weapon when they are searched.",
cdp-seattle-21723dcf,d9f30ac22162,"And additionally, 65% of JumpStart revenue should be allocated for acquisition and operating costs of deeply green, affordable housing.",
cdp-seattle-21723dcf,d9f30ac22162,"We need the millions of dollars that SPD is currently in SPD's budget freed up to invest in housing, the Green New Deal, transportation, education, child care, food sovereignty, indigenous sovereignty, and so much more.",
cdp-seattle-21723dcf,d9f30ac22162,This is not a choice of funding priorities.,
cdp-seattle-21723dcf,d9f30ac22162,SPD harms the community with its biased practice.,
cdp-seattle-21723dcf,d9f30ac22162,Thank you very much.,
cdp-seattle-21723dcf,d9f30ac22162,"The next three speakers are Hattie Rhodes, Trevona Thompson-Wiley, and Josh Castle.",
cdp-seattle-21723dcf,d9f30ac22162,"Good morning, Hattie.",
cdp-seattle-21723dcf,d9f30ac22162,"Hey, Hattie, if you are speaking, you are still muted.",
cdp-seattle-21723dcf,d9f30ac22162,"Can you hit star six one more time, please?",
cdp-seattle-21723dcf,d9f30ac22162,There you are.,
cdp-seattle-21723dcf,d9f30ac22162,Hi.,
cdp-seattle-21723dcf,d9f30ac22162,Hello.,
cdp-seattle-21723dcf,d9f30ac22162,"Thank you, city council members.",
cdp-seattle-21723dcf,d9f30ac22162,My name is Hattie Rhodes.,
cdp-seattle-21723dcf,d9f30ac22162,I'm the village operations manager for Lehigh's Georgetown Tiny House Village.,
cdp-seattle-21723dcf,d9f30ac22162,I wanted to express my gratitude for you all for your ardent support of the Tiny House Village program.,
cdp-seattle-21723dcf,d9f30ac22162,"Currently, I live in District 3, but I used to live in District 2 in the Tiny House Village.",
cdp-seattle-21723dcf,d9f30ac22162,"Before I arrived there, I had been living in a tent in downtown Seattle.",
cdp-seattle-21723dcf,d9f30ac22162,I was without hope for a future.,
cdp-seattle-21723dcf,d9f30ac22162,I had a full-time job and had paid for numerous application fees for apartments that had never become signing a lease.,
cdp-seattle-21723dcf,d9f30ac22162,I was cold and wet when I went to work in the winters.,
cdp-seattle-21723dcf,d9f30ac22162,The Tiny House Village offered me more than a traditional shelter could.,
cdp-seattle-21723dcf,d9f30ac22162,"It offered me a safe place to stay warm, keep my things dry, a space where I could breathe again.",
cdp-seattle-21723dcf,d9f30ac22162,It gave me my dignity back.,
cdp-seattle-21723dcf,d9f30ac22162,Your support of the Tiny House Villages helped save lives.,
cdp-seattle-21723dcf,d9f30ac22162,"Yes, I now work for the Tiny House Villages, but how could I not?",
cdp-seattle-21723dcf,d9f30ac22162,"I want to help others achieve the same thing that I got, permanent housing.",
cdp-seattle-21723dcf,d9f30ac22162,Should they be forced to suffer on the streets until that housing is available?,
cdp-seattle-21723dcf,d9f30ac22162,Should people living in their cars have to go through figuring out how to get housing on their own?,
cdp-seattle-21723dcf,d9f30ac22162,"Or should they be offered a place that has dignity in a tiny house where we have case managers that will help people get their IDs, help them navigate the housing market, where other community members such as Healthcare for the Homeless or Recovery Cafe know they can find their clients?",
cdp-seattle-21723dcf,d9f30ac22162,You should all be proud of the Tiny House Villages that you have supported.,
cdp-seattle-21723dcf,d9f30ac22162,"Thank you, and sorry to cut you off.",
cdp-seattle-21723dcf,d9f30ac22162,Please send the remainder of your comments in.,
cdp-seattle-21723dcf,d9f30ac22162,"Good morning, Trevona.",
cdp-seattle-21723dcf,d9f30ac22162,"Hi, my name is Trevona, and I'm a resident of District 2.",
cdp-seattle-21723dcf,d9f30ac22162,Many of today's listeners have heard me give public comment and demand changes to the City of Seattle.,
cdp-seattle-21723dcf,d9f30ac22162,Your community has been calling for a deep investment in addressing community basic needs and community-led programs around harm reduction and transformative justice.,
cdp-seattle-21723dcf,d9f30ac22162,"I'm calling in support of the Solidarity Budget, which defunds SPD and the mythical court by 50%.",
cdp-seattle-21723dcf,d9f30ac22162,The Solidarity Budget should be the starting point for budget negotiations this year.,
cdp-seattle-21723dcf,d9f30ac22162,I urge Council to adjust the Mayor's budget to align with the urgent needs that the community organizations have identified and laid out in this very detailed proposal.,
cdp-seattle-21723dcf,d9f30ac22162,I'm extremely worried about Mayor Durkan using $1.1 million for hiring bonuses for SPD despite SPD officers being some of the highest-paid city employees.,
cdp-seattle-21723dcf,d9f30ac22162,Why are we not investing that in housing?,
cdp-seattle-21723dcf,d9f30ac22162,Why are we continuing to let people suffer?,
cdp-seattle-21723dcf,d9f30ac22162,We literally have SPD sweeping Cascade Playground as we speak right now.,
