infra,session_id,sentence,label
cdp-seattle-21723dcf,03e2809fffe1,"And I'm just wondering how the executive has been working to ensure that, as required, artists and others in the creative sector are recipients.",other
cdp-seattle-21723dcf,03e2809fffe1,This is targeted at the creation of a small business ownership fund to finance small businesses so that they can acquire ground floor commercial space and provide a public benefit.,other
cdp-seattle-21723dcf,03e2809fffe1,But I am going to ask folks to be pretty short with your commentary and let's just go straight to questions.,other
cdp-seattle-21723dcf,fd7f4922bcc3,"We will start with the first session being on public hearing, a public comment period, again, for 30 minutes.",other
cdp-seattle-21723dcf,fd7f4922bcc3,"We will cut public comment off at 10, so we have enough time to get into the meat of the presentation, so we're going to start with Office of Housing.",other
cdp-seattle-21723dcf,fd7f4922bcc3,I am not seeing any additional comments at this point.,other
cdp-seattle-21723dcf,fd7f4922bcc3,And so we're really looking to jumpstart some of this work to get going on what some of these green career opportunities are.,other
cdp-seattle-21723dcf,fd7f4922bcc3,"Four examples of how racial equity shows up on our work includes investing in commercial affordability strategies such as investing in our tenant improvement fund, our small business ownership fund, and through the expansion of our technical assistance program.",other
cdp-seattle-21723dcf,fd7f4922bcc3,So that was backed out of our budget because that program ended.,other
cdp-seattle-21723dcf,fd7f4922bcc3,I will take a stab at it.,other
cdp-seattle-21723dcf,fd7f4922bcc3,"The clean energy pre-apprenticeship funds of one million dollars, completely new and different.",other
cdp-seattle-21723dcf,fd7f4922bcc3,We do have about That'll do for now.,other
cdp-seattle-21723dcf,fd7f4922bcc3,And then the last investment I wanted to highlight is one that it really leverages a million dollars of COVID relief funds for clean energy training scholarships.,other
cdp-seattle-21723dcf,fd7f4922bcc3,So we are really connecting it to the diesel reduction benefits that we're looking to get there.,other
cdp-seattle-21723dcf,fd7f4922bcc3,And that is the end of the formal presentation.,other
cdp-seattle-21723dcf,fd7f4922bcc3,"I just want to make sure that we're not, you know, we have such limited resources, and I want to make sure that we are, you know, again, this is more of a color of money question than sort of whether or not this is the right investment.",other
cdp-seattle-21723dcf,e67588012aa2,It is 2.02 p.m.,other
cdp-seattle-21723dcf,e67588012aa2,"So, colleagues, we have a very full agenda today, and I want to respect and thank particularly the appointees who are here, but I do want to say that given that the Chauvin verdict is about to be announced, I think it's appropriate for us to reschedule this committee meeting.",other
cdp-seattle-21723dcf,e67588012aa2,"The April 20, 2021 meeting of the Community Economic Development Committee will come to order.",other
cdp-seattle-21723dcf,e67588012aa2,"We have a lot of important issues to discuss, particularly when it comes to reimagining community safety in a way that doesn't center police, but I think it's important that we give our Black neighbors the time and space to process this verdict, whatever it is, and so I am adjourning this meeting with plans to reschedule for by the end of next week at the latest, and we will be in touch as soon as possible with a new date.",other
cdp-seattle-21723dcf,e67588012aa2,Chair Morales.,other
cdp-seattle-21723dcf,e67588012aa2,"Three, sorry.",other
cdp-seattle-21723dcf,e67588012aa2,Present.,other
cdp-seattle-21723dcf,e67588012aa2,Okay.,other
cdp-seattle-21723dcf,e67588012aa2,Council Member Sawant.,other
cdp-seattle-21723dcf,e67588012aa2,"Just joined, sorry.",other
cdp-seattle-21723dcf,e67588012aa2,That's okay.,other
cdp-seattle-21723dcf,e67588012aa2,Terrific.,other
cdp-seattle-21723dcf,e67588012aa2,Here.,other
cdp-seattle-21723dcf,e67588012aa2,Will the clerk please call the roll?,other
cdp-seattle-21723dcf,19555e51df3c,"At this time, we will begin the open, we will open the remote public comment period for the items on today's agenda.",start
cdp-seattle-21723dcf,19555e51df3c,"And seeing as we have no additional speakers signed up or remotely present, the public comment period is now closed.",end
cdp-seattle-21723dcf,19555e51df3c,"The public comment period is now open, and we will begin with the first speaker on the list.",start
cdp-seattle-21723dcf,19555e51df3c,"Good morning, Areva.",other
cdp-seattle-21723dcf,19555e51df3c,I still believe that today.,other
cdp-seattle-21723dcf,19555e51df3c,"The pandemic will have been as forgotten as the Spanish flu, and so will many of the other things we worry about today, but there will be two things they will look back on and say how well did we do.",other
cdp-seattle-21723dcf,19555e51df3c,It does not.,other
cdp-seattle-21723dcf,19555e51df3c,"Either way, the council's going to pass something that improves the code and makes it more – addresses climate change.",other
cdp-seattle-21723dcf,19555e51df3c,I will second the amendment.,other
cdp-seattle-21723dcf,19555e51df3c,"At 1.2 degrees, we are already experiencing global warming that is having impacts in Seattle and far greater impacts in other parts of the world.",other
cdp-seattle-21723dcf,19555e51df3c,These are two pieces of the same action.,other
cdp-seattle-21723dcf,19555e51df3c,"Certainly, I think you covered most of that.",other
cdp-seattle-21723dcf,19555e51df3c,"My name is Uche Okazi, and I'm the Director of Real Estate Development for HomeSite.",other
cdp-seattle-21723dcf,80858d2f932a,It reminds the strong intent of the city council to have remote public comment regularly included on meeting agendas however as a reminder city council reserves the right to end or eliminate these public comment periods at any point we deem that the system is being abused or is no longer suitable for allowing our meetings to be conducted efficiently and effectively I will moderate public comment period in the following manner the public comment period since we have 10 speakers will be for 20 minutes and each speaker will be given two minutes to speak speakers are called upon in the order in which they registered to provide public comment on the council's website each speaker must call in from the phone number used for the registration and using the meeting phone number id and passcode that was emailed to them upon confirmation this is different than the general meeting listen line calling information I'm at this time only seeing one individual not present Jim Wilson again I will call on each speaker by name and in the order in which they registered on the council's website if you have not yet registered to speak and would like to you can sign up before the end of public comment by going to the council's website at seattle.gov forward slash council the public comment link is also listed on today's agenda once I call on the speaker's name staff will unmute the appropriate microphone and an automatic prompt if you have been unmuted will be the speaker's cue that is their turn to speak and then the speaker must press star six to begin speaking please begin speaking by stating your name and the item in which you are addressing as a reminder public comment should relate to an item on today's agenda and or introduction referral calendar so we are just commenting on today's agenda and introduction or referral calendar speakers will hear a chime when 10 seconds are left of the allotted time once you hear that chime we ask to begin to wrap up public comment speakers do not end their public comments at the end of the allotted time provided the speaker's microphone will be unmuted will be muted to allow us to call on the next speaker once you have completed your public comment we ask you please disconnect from the line and if you plan to continue following the meeting please do so via seattle channel or the listening options listed on the agenda the public comment period is now open and we will begin with the first speaker on a list,other
cdp-seattle-21723dcf,80858d2f932a,Good morning mr gale how good afternoon mr gale how are you today good afternoon howard gale and i want the clock to stop because council member straus you've incorrectly stated what the rules are for public comment public comment for committees is different from the full council anyone can comment on items in the full council that have to do with the yearly action plan and that includes the budget and that includes public safety so i would like my time to be restarted and i would also like again to state for other listeners that the uh stipulations stated by council member straus are wholly incorrect mr gale good afternoon would you like to clerk you can restart the clock we will accept mr gale we will accept comments on the work plan today yes and um because i'd rather us continue in a good way than to have an argument today so two minutes have been restarted and there you go thank you howard gale district 7 speaking on budget and failed police accountability part of the council's work plan last week kow published more information on the ongoing oig scandal involving a failure of the opa to properly investigate police abuse and a failure of the oig to perform its mandated function of providing a critical review of opa investigations,other
cdp-seattle-21723dcf,80858d2f932a,We're having the public hearing this afternoon and then plan to vote on the requested alley vacation at our full council meeting next week approval of the alley vacation would facilitate the development of this mixed use mixed income project to be built near frequent fixed transit transit of our growing uh which includes our growing light rail system nearly half of the 771 new residential units would be affordable to low-income families under 60 of the area median income i look forward to the comments during today's public hearing thank you thank you council member peterson as presiding officer i'm now opening the public hearing on clerk file three one four four five nine relating to a petition of grand street commons llc for an alley vacation of block 14 joe joe's c kinnears addition to the city of seattle beginning of the block bounded by south grand street uh 22nd avenue south south whole gate and 23rd avenue south the online registration to speak opened at 12 noon today and i will call on speakers in the order in which they registered the online registration will remain open until the conclusion of this public hearing the same rules applied to the public comment period will be applied to this public hearing each speaker will be provided two minutes to speak and each speaker will hear a chime when they have 10 seconds left of the allotted time speakers microphones will be muted at the end of the allotted public comment time public comment relating to clerk file to the clerk file is only being accepted at this public hearing speakers are asked to begin their public comments by stating their name please remember to press star six not pound six star six after you you hear the prompt if you have been unmuted bringing up the list here we have randall olson allison van gorp susan davis melissa weschler maria barrientos and david tan randall good afternoon welcome thank thank you for the opportunity to comment today my name is randall olson i'm a land use attorney at cairn cross and implement in seattle i represent mount baker housing regarding this project this is an exciting day i have been working with mount baker housing on the valley vacation for over two years and it has been a very long journey but the city should be proud of what it is helping to achieve here including the 206 units of affordable housing at 60 percent ami just in the mount baker housing portion of this project there'll be over 350 units of affordable housing across the entire project and my comment today is to voice support for approval of the alley vacation and i also ask that you support and approve council may council member mosquitos proposed amendment which would waive the requirement for mount baker housing to pay the city for the vacated alley as the council knows from from tackling this issue of affordable housing for many years affordable housing projects face many of the same permitting and construction cost issues that market rates and housing does lumber steel concrete it takes to build affordable housing is the same it takes for market rate housing and the costs are the same same with the permitting process so those costs limit how much affordable housing can be built and funded here the city's office of housing is funding the construction of mount baker housing affordable housing building and council member mosquitos amendment would waive the requirement for mount baker housing to pay for the vacated alley land which the effect of of that would be to keep affordable housing dollars with the office of housing where they could be deployed to construct more affordable housing in the city so the the issue of developing affordable housing is not one of a lack of desire but rather a lack of funding and council member mosquitos amendment is an easy way to allocate more dollars towards affordable housing so please approve the alley vacation and the proposed amendment thank you very much thank you randall,other
cdp-seattle-21723dcf,80858d2f932a,Thank you councilmember mosqueda any other items for good of good of the order and other business i will make the request here to be excused from the november 29th council briefing and full council meeting are there any objections hearing no objections thank you colleagues if there's no other if there are no other items for the good of the order colleagues this does conclude,other
cdp-seattle-21723dcf,80858d2f932a,Um you know living where i live i've had the opportunity to see mount baker housing in action um especially as they've expanded and the construction that's underway currently along mlk and mcclellan um the recent and ongoing construction has been well done and it appears to be well managed um we're in a housing crisis right now and building more affordable housing near amenities like we have in our neighborhood light rail parks access to jobs and shopping it's essential and i'm looking forward to sharing these facilities in my neighborhood with more neighbors um i'm urging you today to do whatever you can to encourage this type of affordable housing development near opportunities near transit near parks um please approve the alley vacation and council member mosquitos amendment to waive the fee for for the vacation um i wholeheartedly support mount baker housing grand street commons project and your approval on this uh next week will help the project to move forward more quickly and with a larger number of affordable units,other
cdp-seattle-21723dcf,80858d2f932a,Please remember to press star six not pound six star six to hear the after you hear the prompt if you've been unmuted mr howard gale uh first up i hear you're already with us and i'm going to call on the first number of people so you know which list you're you're in so we have howard gale david haynes randall olson allison van gorp susan davis melissa weschler,other
cdp-seattle-21723dcf,80858d2f932a,Second we'd also like to voice our strong support for council member mosquitos amendment to waive the alley vacation fee on this project and other similar projects in the future given that mount baker is relying on funding from the office of housing to execute this project it's logical to cut out the circular references and reduce costs up front to allow these projects to remain competitive for public funding for this project in particular where the alley has never been in use and its elimination will have no negative impact on circulation or services for the rest of the neighborhood waiving fees for the property in exchange for affordable housing is a no-brainer finally even before the vacation has been granted this project has required significant time and investment in the community already spanning from an extensive public outreach effort during a pandemic nonetheless to a long string of meetings with s dot and the design commission during the alley vacation process which has taken over two years to bring the project before you today projects that require street and alley vacations take exponentially more time thank you melissa and my apologies if the ding interrupted your comments please do feel free to send in any other comments you'd like reflected on the record to us up next is maria barrientos followed by david tan and patricia gray still not listed as present so if you'd like to call in please call into the confer the number provided in the confirmation email good afternoon maria welcome maria i see you're on mute so if you press star six not pound six there you are welcome good afternoon this is maria barrientos um i wanted to say that i volunteered to assist mount baker housing on this alley vacation process about six months ago i did want to say obviously i support the alley vacation it does make the entire three block project way work way better creating this great public plaza for the community use and providing the opportunity to build more affordable housing um is a really good thing so i i urge you all to vote yes for the alley vacation i also support council member mosqueda's amendment to waive the alley vacation fee it's a very easy way for the city to ensure scarce affordable housing dollars are spent to create housing i will also add i was stunned at the cost of length of the vacation process and as melissa mentioned the fact that all the funds are coming from office of housing is uh it's sort of sad to spend that much money to get through this process but hopefully we're almost there and appreciate the opportunity to talk thank you thank you maria up next is david tan followed by patricia gray patricia you are not listed as present so please do call in if you'd like to provide comments david welcome and good afternoon thank you very much and thank you for the opportunity to speak my name is david tan i'm the executive director of mount baker housing association we are the proponent of part of the proponent of the petition for the vacation of the alley at grand street comments project in block 14 i rather than reiterate what everybody else has said in front of me which is all very true i wanted to to point a little bit to maria's comments just before me about the extensive cost and time related to the alley vacation on this project which i believe would be true for other projects and i and i and i say this in support of council member muscated amendment to the petition um if i understand the numbers in our own budget correctly we have spent well over a half a million dollars in pursuing this allocation and uh it is somewhat inefficient in my view uh to uh to do you know to have that uh sort of hanging over our heads as a non-profit affordable housing developer who is the fortunate recipient of city funding for our projects so i urge you to um vote yes on the alley vacation and also speak strongly in support of our council member muscated amendment thank you very much thank you david uh patricia gray it can you confirm that she is not present there are no further public hearing registrants thank you that was our last speaker remotely present to speak at this public hearing public hearing on clerk file 314459 is now closed anyone who wanted to speak and could not is welcome to send us your written testimony at council at seattle.gov the bill is scheduled for a vote on the november 15th 2021 city council meeting the council is still accepting comments again via email at council at seattle.gov moving on to the next agenda item payment of the bills payment of the bills clerk would you please read the short title payment of bills council bill 120217 an ordinance appropriating money to pay certain audited claims for the week of october 25th 2021 through october 29th 2021 and ordering the payment thereof thank you i move to pass council bill 120217 is there a second okay it has been moved and seconded to pass the bill pass are there any comments hearing no comments uh deputy clerk schwinn would you please call the roll on the passage of the bill mosquito hi peterson hi so what herbold juarez hi lewis yes morales president pro tem straus yes seven in favor none opposed thank you the bill passes and the chair will sign it will the clerk please affix my signature to the legislation on my behalf committee reports there are no committee reports on today's agenda so i'll move on to other business and i know uh from communicating with council member herbold unfortunately teresa doyle is unable to join us today i do want to thank colleagues for the opportunity to sign on to that proclamation um and if anyone would like to say anything on the record we can use this moment um to share your thoughts i will begin by saying that i wish that i was lucky lucky enough to know our friend and i want to make sure that i'm getting his name completely correctly through this richard kelly dick kelly,other
cdp-seattle-21723dcf,80858d2f932a,Thank you thank you allison,other
cdp-seattle-21723dcf,80858d2f932a,So the for the public hearing on clerk file three one four four five nine will the clerk please read the title of clerk file three one four five four five nine yes agenda item one clerk file three one four four five nine a public hearing for the petition of grand street commons llc for the vacation of the alley in block 14 joss c kinnears addition to the city of seattle being the block bounded by south grand street 20 22nd avenue south south holgate street and 23rd avenue south,other
